Index,Hogwarts House,Proba,Second House,Second Proba
407,Ravenclaw,0.9472159450416984,Slytherin,0.474582378241624
408,Slytherin,0.9388363762526227,Ravenclaw,0.5213949386278323
409,Gryffindor,0.9902871953738598,Hufflepuff,0.3222390995098264
410,Slytherin,0.949644630708579,Ravenclaw,0.4821456799869686
411,Gryffindor,0.9804501436950233,Slytherin,0.3247512215510175
412,Gryffindor,0.9833168084081666,Hufflepuff,0.38598734837704357
413,Ravenclaw,0.9789057171797102,Slytherin,0.4519438422090277
414,Hufflepuff,0.9267932432497933,Slytherin,0.3835200849842216
415,Ravenclaw,0.9591674646957618,Slytherin,0.4885427053854116
416,Slytherin,0.9713208536164057,Gryffindor,0.51307962430113
417,Hufflepuff,0.8653048965837806,Slytherin,0.4095996065787531
418,Slytherin,0.939147893011915,Ravenclaw,0.4591854905970389
419,Hufflepuff,0.9124804013971763,Gryffindor,0.4400715001178268
420,Hufflepuff,0.7477864471539883,Gryffindor,0.4568172232586393
421,Slytherin,0.9624050569719158,Ravenclaw,0.3506926879413702
422,Hufflepuff,0.8510878751609312,Gryffindor,0.46902161489596506
423,Hufflepuff,0.853508576475558,Slytherin,0.49443350216521703
424,Slytherin,0.9720577434085588,Hufflepuff,0.4077454604451006
425,Gryffindor,0.9812023550170205,Hufflepuff,0.5717966939160359
426,Hufflepuff,0.8808363117948127,Slytherin,0.49908454383649214
427,Hufflepuff,0.87146485791007,Gryffindor,0.49481056991546485
428,Hufflepuff,0.9392852454747171,Slytherin,0.28255051406474124
429,Ravenclaw,0.9739327837816164,Slytherin,0.47230231041371235
430,Gryffindor,0.9356132816717907,Ravenclaw,0.47170522422851235
431,Ravenclaw,0.9741656130748192,Slytherin,0.482628798152111
432,Hufflepuff,0.8831610869296994,Ravenclaw,0.29969868543470013
433,Gryffindor,0.9932345294506119,Hufflepuff,0.2445344030848276
434,Hufflepuff,0.9411674666785282,Slytherin,0.36432306438464473
435,Hufflepuff,0.9119294992744714,Ravenclaw,0.30375176514265984
436,Ravenclaw,0.9747908754412143,Slytherin,0.655425894113108
437,Ravenclaw,0.9776483639559429,Slytherin,0.7429522773659631
438,Slytherin,0.9557626195225442,Gryffindor,0.5154814047126791
439,Ravenclaw,0.9587203474427751,Slytherin,0.38399762710523133
440,Hufflepuff,0.89821246217745,Gryffindor,0.5116959697197752
441,Ravenclaw,0.973765684485278,Slytherin,0.45535743039699417
442,Ravenclaw,0.980254002972099,Slytherin,0.40921802521709943
443,Gryffindor,0.9770034671928638,Slytherin,0.3280378151376513
444,Ravenclaw,0.9727372422229812,Slytherin,0.47253962682346057
445,Hufflepuff,0.9450704041265061,Slytherin,0.3789865721326426
446,Hufflepuff,0.936848372423993,Slytherin,0.30650979445654664
447,Gryffindor,0.9855938277217534,Hufflepuff,0.36615598817187994
448,Ravenclaw,0.9727560272502012,Slytherin,0.43455162897738064
449,Gryffindor,0.9869799199253296,Hufflepuff,0.2732415659347412
450,Hufflepuff,0.9022397883811604,Gryffindor,0.30623290088217275
451,Hufflepuff,0.935699975990273,Slytherin,0.3776956219981208
452,Slytherin,0.9547300509154243,Ravenclaw,0.34242637913093765
453,Hufflepuff,0.8929166046827481,Slytherin,0.3395954842131965
454,Slytherin,0.9552562702480358,Gryffindor,0.4744946588890121
455,Slytherin,0.9761738444678425,Hufflepuff,0.4728825888713239
456,Ravenclaw,0.9710290392836747,Slytherin,0.46939282767566537
457,Ravenclaw,0.9556501179546885,Slytherin,0.594423925357865
458,Hufflepuff,0.9259046543098669,Gryffindor,0.45059792045753383
459,Gryffindor,0.9918105746033531,Hufflepuff,0.36891327385905714
460,Hufflepuff,0.9081473251187526,Gryffindor,0.4517250322706165
461,Gryffindor,0.9939424035209495,Hufflepuff,0.33226833950181117
462,Ravenclaw,0.9873479232883563,Slytherin,0.3721382447326575
463,Ravenclaw,0.9594418457346601,Slytherin,0.4734490329773031
464,Hufflepuff,0.8691817158758446,Ravenclaw,0.30097616562068513
465,Gryffindor,0.9977048167719998,Slytherin,0.28240112639994097
466,Gryffindor,0.9926024259141274,Hufflepuff,0.3388415749547938
467,Hufflepuff,0.8950566493055139,Ravenclaw,0.3513772427118684
468,Slytherin,0.9530405289715111,Gryffindor,0.3983653235176934
469,Gryffindor,0.9905211057817248,Hufflepuff,0.44407883515783353
470,Ravenclaw,0.9813463127312464,Slytherin,0.6202525137350213
471,Gryffindor,0.9788461587607662,Ravenclaw,0.31813634109181216
472,Hufflepuff,0.9266630667040276,Slytherin,0.3234157284789698
473,Hufflepuff,0.9476298259477903,Slytherin,0.5157654985294593
474,Hufflepuff,0.9455829965883344,Gryffindor,0.3918955565247139
475,Ravenclaw,0.9656749302882983,Slytherin,0.4679993281541291
476,Hufflepuff,0.846285752141133,Slytherin,0.42205003330942986
477,Hufflepuff,0.9096748050572016,Gryffindor,0.3174673066707077
478,Gryffindor,0.9756209046795373,Slytherin,0.26496247037944703
479,Ravenclaw,0.9675356791853865,Hufflepuff,0.27394319871059175
480,Hufflepuff,0.8859235444764464,Gryffindor,0.3798481781295504
481,Hufflepuff,0.9378613887626244,Slytherin,0.47976173357710555
482,Gryffindor,0.9849299108600285,Slytherin,0.30447743963351803
483,Slytherin,0.9569161591142826,Hufflepuff,0.44760725608265417
484,Hufflepuff,0.7763826535115868,Slytherin,0.5430354113212185
485,Hufflepuff,0.9495310455297973,Slytherin,0.34092281766663446
486,Ravenclaw,0.9871327876191985,Slytherin,0.5872804144606001
487,Gryffindor,0.9894237909718288,Hufflepuff,0.5974805904978701
488,Hufflepuff,0.9694563363950762,Slytherin,0.37360812826020423
489,Hufflepuff,0.9201918933742027,Ravenclaw,0.37514751804662855
490,Gryffindor,0.9833190601699995,Hufflepuff,0.29312830867675727
491,Hufflepuff,0.8968467670264443,Ravenclaw,0.34880531047578067
492,Slytherin,0.9735953270708805,Hufflepuff,0.44812813254513084
493,Slytherin,0.9625204712521115,Ravenclaw,0.45522791698652454
494,Hufflepuff,0.9057379752867512,Gryffindor,0.47776183679372247
495,Hufflepuff,0.8629300671505994,Slytherin,0.4760700538242412
496,Slytherin,0.9663087823378846,Ravenclaw,0.3442773156437629
497,Gryffindor,0.99605332689269,Slytherin,0.40954814163104747
498,Ravenclaw,0.9781176046569819,Slytherin,0.376350726037463
499,Ravenclaw,0.9512743287651347,Slytherin,0.340854168787641
500,Gryffindor,0.9859218734782211,Hufflepuff,0.39759696762497637
501,Hufflepuff,0.865228872907612,Gryffindor,0.4453803894846442
502,Hufflepuff,0.9064797912646072,Slytherin,0.38311638235652495
503,Hufflepuff,0.8007070751552319,Slytherin,0.5528040981836128
504,Gryffindor,0.9888578474164353,Hufflepuff,0.30205496229387996
505,Gryffindor,0.9848837905024441,Hufflepuff,0.30856179406511897
506,Slytherin,0.8292213587450538,Ravenclaw,0.517386407363545
507,Ravenclaw,0.9321757858619827,Slytherin,0.448864762922236
508,Hufflepuff,0.9533746172591214,Gryffindor,0.2558331567355749
509,Hufflepuff,0.9131354349234205,Slytherin,0.46931630196622004
510,Ravenclaw,0.9564495241285637,Slytherin,0.6136829453868694
511,Hufflepuff,0.9578496051559463,Slytherin,0.28338985277280476
512,Gryffindor,0.9877390406465543,Hufflepuff,0.35515763970024095
513,Hufflepuff,0.790148735104568,Slytherin,0.4127795128168857
514,Hufflepuff,0.882794012069733,Slytherin,0.3288159714226831
515,Ravenclaw,0.9579169074839373,Slytherin,0.30940256226160356
516,Ravenclaw,0.9809362298627546,Slytherin,0.34884258112514344
517,Gryffindor,0.9916436173118248,Hufflepuff,0.2886093238191223
518,Ravenclaw,0.979434655975816,Gryffindor,0.3550518426787611
519,Gryffindor,0.977098858038095,Hufflepuff,0.46401692135718764
520,Hufflepuff,0.850615949588249,Slytherin,0.394844701725033
521,Gryffindor,0.9817868905500461,Hufflepuff,0.31319188006407
522,Slytherin,0.9490014840602797,Ravenclaw,0.4368816671860018
523,Gryffindor,0.9874780991105865,Ravenclaw,0.3121829478733096
524,Slytherin,0.9374911569097478,Ravenclaw,0.4334717218838037
525,Ravenclaw,0.9768235341548575,Slytherin,0.5079056103376625
526,Gryffindor,0.9809604607664543,Hufflepuff,0.31684654717887073
527,Gryffindor,0.9546640803755275,Hufflepuff,0.40583279032011077
528,Gryffindor,0.9776172923453652,Hufflepuff,0.43363675317071615
529,Gryffindor,0.9889776268011478,Hufflepuff,0.43486708033413823
530,Ravenclaw,0.9634088888519284,Slytherin,0.33114546297711855
531,Hufflepuff,0.8846016540607171,Slytherin,0.41113851003377283
532,Gryffindor,0.9910276255550147,Ravenclaw,0.3624997050974409
533,Ravenclaw,0.9874103248540945,Slytherin,0.3870594797069349
534,Ravenclaw,0.9875397879833145,Slytherin,0.4733024585296157
535,Hufflepuff,0.8607217822775083,Gryffindor,0.40998434682008084
536,Gryffindor,0.9677011827611693,Hufflepuff,0.3464039817192225
537,Ravenclaw,0.9752437897153071,Slytherin,0.5412695192578475
538,Slytherin,0.9526167307878027,Hufflepuff,0.357576982522611
539,Ravenclaw,0.9524637337963273,Slytherin,0.37595550925728466
540,Slytherin,0.9667085204014931,Ravenclaw,0.4526126739553166
541,Gryffindor,0.98485599878528,Slytherin,0.3594860681909912
542,Ravenclaw,0.9831921312302907,Slytherin,0.2505820502601699
543,Ravenclaw,0.9797917571486829,Slytherin,0.30899826059809843
544,Ravenclaw,0.9645173844480646,Gryffindor,0.37633512642367695
545,Ravenclaw,0.9767271548718413,Slytherin,0.3609608549000926
546,Gryffindor,0.9870908868779386,Hufflepuff,0.27256194955963126
547,Slytherin,0.9743451358758275,Gryffindor,0.3001577996503646
548,Hufflepuff,0.7988428353036182,Slytherin,0.41465232576198197
549,Gryffindor,0.985341167910464,Hufflepuff,0.33431952211570687
550,Hufflepuff,0.9426558446812683,Slytherin,0.34108238815079933
551,Slytherin,0.9684068784874398,Hufflepuff,0.5510039683498528
552,Gryffindor,0.9879350187010824,Hufflepuff,0.2948838155295713
553,Hufflepuff,0.7785606560630344,Ravenclaw,0.44330327210853243
554,Hufflepuff,0.9279197334820773,Slytherin,0.31484989733903257
555,Hufflepuff,0.9026676983667058,Slytherin,0.4250966055128082
556,Gryffindor,0.9950349028618033,Hufflepuff,0.4345315997085176
557,Hufflepuff,0.8657492457453168,Slytherin,0.37067903719490497
558,Hufflepuff,0.8284784359232753,Slytherin,0.41853614624796814
559,Ravenclaw,0.9621256251343567,Slytherin,0.4823768794990296
560,Slytherin,0.9550319175556663,Gryffindor,0.39780521792585805
561,Ravenclaw,0.9750889155315589,Slytherin,0.36326787565059315
562,Ravenclaw,0.9619714121986573,Slytherin,0.5216235375268322
563,Gryffindor,0.988113955027245,Hufflepuff,0.304196499701169
564,Hufflepuff,0.8894337381866928,Ravenclaw,0.3911567916555563
565,Hufflepuff,0.9356347331306535,Ravenclaw,0.2770921020948144
566,Hufflepuff,0.9341845200288071,Slytherin,0.43899189121374443
567,Ravenclaw,0.9658092719708194,Slytherin,0.5231577508299742
568,Ravenclaw,0.9664583071599272,Slytherin,0.42461421847992137
569,Hufflepuff,0.9507845569930821,Slytherin,0.26394732399965404
570,Hufflepuff,0.8892998735915313,Slytherin,0.2769925314994422
571,Hufflepuff,0.7213401265282271,Ravenclaw,0.5744171853200071
572,Ravenclaw,0.9541263636069366,Slytherin,0.5678852557018219
573,Ravenclaw,0.9752868798427988,Slytherin,0.5817827592534135
574,Hufflepuff,0.8930884908935747,Slytherin,0.4295022015392276
575,Gryffindor,0.9801079802387362,Ravenclaw,0.320100166309384
576,Hufflepuff,0.7951740831648905,Gryffindor,0.6480570846356493
577,Hufflepuff,0.8782390990852365,Gryffindor,0.3096013043922227
578,Gryffindor,0.99187730058371,Hufflepuff,0.45455324787205204
579,Slytherin,0.9837687663154777,Hufflepuff,0.4052750308140909
580,Gryffindor,0.9757518902218847,Slytherin,0.3002734441812544
581,Gryffindor,0.9940910733494258,Slytherin,0.5211102405987097
582,Hufflepuff,0.7715114647163895,Slytherin,0.46063047003630625
583,Gryffindor,0.9891395241125319,Ravenclaw,0.2536275373360243
584,Ravenclaw,0.950235792504367,Slytherin,0.5795213331472763
585,Hufflepuff,0.855601493459251,Gryffindor,0.401818324983958
586,Ravenclaw,0.9018804177115075,Slytherin,0.44833791104276444
587,Slytherin,0.9504629811623377,Hufflepuff,0.39785620167871527
588,Slytherin,0.9605253015782181,Hufflepuff,0.4188969812297454
589,Ravenclaw,0.9722308434252828,Slytherin,0.5322539162623332
590,Ravenclaw,0.9709710546088116,Slytherin,0.6170527985980887
591,Slytherin,0.9784969830188823,Gryffindor,0.38088714719866407
592,Slytherin,0.9405758923255048,Gryffindor,0.5249214963349806
593,Hufflepuff,0.8288553519535103,Slytherin,0.437034856205572
594,Ravenclaw,0.961617264029144,Slytherin,0.42219890603079135
595,Ravenclaw,0.9742686719017816,Slytherin,0.4206389865632633
596,Hufflepuff,0.9076856703142345,Slytherin,0.4103841883988022
597,Gryffindor,0.9892183468249198,Slytherin,0.2828405709350144
598,Ravenclaw,0.9766535563078834,Slytherin,0.4385308544491065
599,Slytherin,0.910666604581787,Ravenclaw,0.45272962021377605
600,Ravenclaw,0.95109953074428,Slytherin,0.6080530297534702
601,Ravenclaw,0.972444484758719,Slytherin,0.6584339920076372
602,Slytherin,0.9686002062021948,Hufflepuff,0.35245616839675464
603,Gryffindor,0.9569955402137412,Hufflepuff,0.4463854031749874
604,Ravenclaw,0.9669335390383241,Slytherin,0.6733995012319473
605,Ravenclaw,0.9582950337210935,Slytherin,0.43531489415088953
606,Ravenclaw,0.9612343099126365,Gryffindor,0.3205104403250557
607,Ravenclaw,0.9614652456968421,Slytherin,0.4354726087589136
608,Slytherin,0.969914554463149,Hufflepuff,0.4245519424584694
609,Hufflepuff,0.8685373898378761,Gryffindor,0.39080922695802955
610,Ravenclaw,0.9778771383558915,Slytherin,0.4953529009140029
611,Ravenclaw,0.9740093630019813,Slytherin,0.5511313901170442
612,Slytherin,0.9359072568806821,Ravenclaw,0.42869791724866413
613,Hufflepuff,0.9403281858504353,Slytherin,0.4115457125826679
614,Gryffindor,0.9868778140484468,Hufflepuff,0.36938582227423544
615,Gryffindor,0.9880232827913589,Hufflepuff,0.352090261305483
616,Ravenclaw,0.9649196144850712,Slytherin,0.4693562051090849
617,Ravenclaw,0.9332135187041642,Slytherin,0.4997964358670051
618,Ravenclaw,0.9389793357842574,Slytherin,0.5644624890700657
619,Hufflepuff,0.8469349898457101,Slytherin,0.383307933294188
620,Slytherin,0.9600417551733909,Gryffindor,0.43434364661987035
621,Slytherin,0.9460272597242143,Hufflepuff,0.5996915284981043
622,Gryffindor,0.9896625215692892,Hufflepuff,0.33252346977020847
623,Hufflepuff,0.8889992967330388,Gryffindor,0.572263464753726
624,Gryffindor,0.9785257357226802,Hufflepuff,0.3554602452703229
625,Gryffindor,0.9920496904754427,Hufflepuff,0.29808630037313205
626,Hufflepuff,0.9323286405871964,Gryffindor,0.4470608126677347
627,Hufflepuff,0.8829927067524065,Slytherin,0.3339183909347334
628,Gryffindor,0.9824755012403026,Hufflepuff,0.3265030313720198
629,Hufflepuff,0.92216010741297,Gryffindor,0.31511206463789665
630,Gryffindor,0.9851203560218816,Hufflepuff,0.3692146645092625
631,Ravenclaw,0.9632090384080823,Slytherin,0.5069807411078083
632,Ravenclaw,0.9724082329415166,Slytherin,0.5237183805158184
633,Hufflepuff,0.9298858242910026,Slytherin,0.31800086769580516
634,Ravenclaw,0.9715177283235298,Slytherin,0.4457174255413529
635,Ravenclaw,0.9819468346313821,Slytherin,0.5215291711090825
636,Ravenclaw,0.9750333327609573,Slytherin,0.5328523933747582
637,Slytherin,0.9506263343271392,Ravenclaw,0.3544193612642155
638,Ravenclaw,0.9837328300030103,Hufflepuff,0.2742294085916284
639,Hufflepuff,0.8217454920864777,Ravenclaw,0.4416947699110529
640,Hufflepuff,0.9427491911863353,Slytherin,0.29755399409960165
641,Slytherin,0.9692684300531011,Hufflepuff,0.33435434968472755
642,Slytherin,0.9759944979036975,Hufflepuff,0.3588512415340928
643,Ravenclaw,0.9630233309108486,Slytherin,0.48631834072787544
644,Hufflepuff,0.821646866522185,Ravenclaw,0.563248336566245
645,Slytherin,0.9405520625827857,Hufflepuff,0.391377602066379
646,Hufflepuff,0.906929777849635,Gryffindor,0.5731460958286363
647,Hufflepuff,0.8207711098805444,Ravenclaw,0.3600135859917246
648,Hufflepuff,0.7037245765345654,Slytherin,0.523713099468235
649,Slytherin,0.9602093634456512,Hufflepuff,0.3716181356424882
650,Slytherin,0.9646697339336209,Hufflepuff,0.33457188259019177
651,Slytherin,0.9744831591359784,Hufflepuff,0.3522667162351481
652,Hufflepuff,0.8959648127339087,Ravenclaw,0.30624631434876676
653,Slytherin,0.9125179199195983,Ravenclaw,0.44866237306426343
654,Ravenclaw,0.9604597736717337,Slytherin,0.5670906092894694
655,Hufflepuff,0.8727845662515283,Slytherin,0.40261099008038304
656,Ravenclaw,0.976095462127908,Slytherin,0.5851160834711242
657,Gryffindor,0.9810875829678045,Hufflepuff,0.30701153762009803
658,Gryffindor,0.9882379095228371,Hufflepuff,0.37970875487136957
659,Hufflepuff,0.8700220719608813,Gryffindor,0.4546326199216666
660,Slytherin,0.966884526706993,Ravenclaw,0.3950756042881429
661,Hufflepuff,0.9165915828958952,Slytherin,0.3470483781503552
662,Slytherin,0.9586482184537927,Ravenclaw,0.4191714875956826
663,Ravenclaw,0.978531301778803,Slytherin,0.2646344847276715
664,Ravenclaw,0.9773857541069472,Slytherin,0.48343831772285173
665,Hufflepuff,0.9041181255011675,Slytherin,0.4049315990617529
666,Slytherin,0.950231759789194,Ravenclaw,0.3723235890903315
667,Hufflepuff,0.9585842860854558,Gryffindor,0.28062426633674065
668,Hufflepuff,0.8594684070724863,Ravenclaw,0.36967532935645847
669,Hufflepuff,0.8752896658683206,Slytherin,0.43793513160487935
670,Gryffindor,0.974167672013669,Hufflepuff,0.43173154167806027
671,Gryffindor,0.9937644837671087,Hufflepuff,0.3634218339636506
672,Slytherin,0.9587141275781986,Gryffindor,0.5440986842728746
673,Ravenclaw,0.9678302878650104,Slytherin,0.5392715342417036
674,Hufflepuff,0.6896671665536942,Gryffindor,0.5641268447855883
675,Ravenclaw,0.9682688218416271,Slytherin,0.35286197121508184
676,Hufflepuff,0.9161270076192143,Slytherin,0.41154308658573574
677,Gryffindor,0.9890390581524632,Hufflepuff,0.34900382224497767
678,Ravenclaw,0.9668339803410647,Slytherin,0.44876181181597835
679,Hufflepuff,0.9349727881407488,Gryffindor,0.26213134463476834
680,Slytherin,0.9822622725880397,Hufflepuff,0.39456791965309485
681,Slytherin,0.9501068624543256,Gryffindor,0.49420125175209056
682,Ravenclaw,0.9730379722012146,Slytherin,0.46477709743839496
683,Hufflepuff,0.9177788074611362,Slytherin,0.33713988045910537
684,Ravenclaw,0.9861396209471811,Slytherin,0.5303723457472508
685,Slytherin,0.9515834621477992,Gryffindor,0.48311001950667354
686,Slytherin,0.9648529770173127,Hufflepuff,0.39814869764514876
687,Hufflepuff,0.9168323575503444,Gryffindor,0.3071039178080217
688,Ravenclaw,0.9800888186536346,Slytherin,0.35597692843489376
689,Ravenclaw,0.9754921958489322,Slytherin,0.46361075908468874
690,Ravenclaw,0.9792687488875698,Slytherin,0.29943681492491725
691,Ravenclaw,0.9827117732670154,Slytherin,0.4326383860639486
692,Ravenclaw,0.976830780867022,Slytherin,0.4449282648162171
693,Slytherin,0.9599149822824857,Hufflepuff,0.3582273596849702
694,Ravenclaw,0.9655269770466004,Slytherin,0.5024191786443206
695,Gryffindor,0.9888195773607835,Ravenclaw,0.23488210152360248
696,Ravenclaw,0.9598925335306219,Slytherin,0.48846340225935503
697,Ravenclaw,0.9503244111621624,Slytherin,0.6000815607176884
698,Ravenclaw,0.9637690441401993,Slytherin,0.4011963262656072
699,Gryffindor,0.9671346235565499,Hufflepuff,0.6501098276216078
700,Hufflepuff,0.9148056541775589,Gryffindor,0.5112420715296849
701,Hufflepuff,0.8829272391081777,Gryffindor,0.5114737622310033
702,Ravenclaw,0.9656383277988827,Slytherin,0.4172998676120178
703,Ravenclaw,0.9539944468187888,Slytherin,0.34888407639320307
704,Ravenclaw,0.9677833180878822,Gryffindor,0.28492871234112543
705,Hufflepuff,0.9161258513361575,Gryffindor,0.39059115931396554
706,Hufflepuff,0.8841503764472185,Slytherin,0.3182883673211894
707,Slytherin,0.8306333446802051,Hufflepuff,0.47898168219669685
708,Gryffindor,0.9799977634661347,Hufflepuff,0.34468141211795456
709,Gryffindor,0.9925895837473356,Hufflepuff,0.42528250371882875
710,Ravenclaw,0.9643598032979028,Slytherin,0.41744643269800624
711,Ravenclaw,0.9671145335666749,Slytherin,0.39452889903696675
712,Gryffindor,0.9403069541382781,Hufflepuff,0.5253747733722024
713,Ravenclaw,0.9597847951667252,Slytherin,0.6270575976556396
714,Slytherin,0.9767113886757585,Hufflepuff,0.40643203431110747
715,Slytherin,0.9768870392426637,Hufflepuff,0.5252287142043554
716,Hufflepuff,0.9171373969364862,Gryffindor,0.47602385412532294
717,Hufflepuff,0.8846912101400819,Slytherin,0.3762218586195428
718,Ravenclaw,0.9625905948830921,Slytherin,0.5350363598922199
719,Gryffindor,0.9904823316123664,Slytherin,0.3159262230654849
720,Gryffindor,0.9830589627230906,Ravenclaw,0.2855711817590034
721,Ravenclaw,0.9827538855742187,Slytherin,0.45368410284880767
722,Slytherin,0.9652719718498697,Hufflepuff,0.4265044841660274
723,Hufflepuff,0.8822185522611088,Gryffindor,0.3465929105512238
724,Slytherin,0.9536755306865746,Hufflepuff,0.3939771775290158
725,Hufflepuff,0.8854512969004298,Gryffindor,0.3985072214072881
726,Slytherin,0.9704633996221641,Gryffindor,0.4427220631913046
727,Ravenclaw,0.9797622191994787,Slytherin,0.39705742745193523
728,Gryffindor,0.9842498462769869,Hufflepuff,0.33370086841289065
729,Ravenclaw,0.9709124802265531,Slytherin,0.3002061632846905
730,Ravenclaw,0.9781790707451855,Gryffindor,0.2447244497560022
731,Ravenclaw,0.9803795821691379,Slytherin,0.4813455822310438
732,Slytherin,0.9347062908782993,Gryffindor,0.5730827598889728
733,Hufflepuff,0.8050799882053461,Gryffindor,0.45949582744475587
734,Slytherin,0.9378706353966899,Ravenclaw,0.49592498257687856
735,Gryffindor,0.9841875560270111,Ravenclaw,0.2659274875934305
736,Gryffindor,0.9961076510040182,Slytherin,0.3686118126001227
737,Slytherin,0.9530138747423493,Gryffindor,0.5194479834152264
738,Hufflepuff,0.8095395589675147,Gryffindor,0.35148382103830117
739,Gryffindor,0.9760736824849792,Slytherin,0.3874809281989129
740,Hufflepuff,0.8975731373372835,Gryffindor,0.36747989610037124
741,Hufflepuff,0.8714687233413714,Gryffindor,0.29157201514753517
742,Hufflepuff,0.8931295897982452,Gryffindor,0.5234360891216784
743,Ravenclaw,0.9762453502048073,Slytherin,0.6717063069851389
744,Gryffindor,0.995036672935465,Hufflepuff,0.4199581346742863
745,Ravenclaw,0.9743412476441217,Slytherin,0.5083038882700415
746,Ravenclaw,0.9710524209671683,Slytherin,0.3712035320940796
747,Slytherin,0.9474676854837965,Ravenclaw,0.43496071489458904
748,Hufflepuff,0.9583798914809346,Slytherin,0.2836861340048683
749,Ravenclaw,0.9402132982955224,Slytherin,0.4939742770362302
750,Hufflepuff,0.8850451495536613,Slytherin,0.3243290183803383
751,Ravenclaw,0.982197050419652,Slytherin,0.3111266745152323
752,Hufflepuff,0.9013064437268933,Slytherin,0.41804795754850527
753,Hufflepuff,0.7886856935190315,Gryffindor,0.6178480042650207
754,Gryffindor,0.9761503653318302,Slytherin,0.33158491114584715
755,Gryffindor,0.9961451969417408,Slytherin,0.310048602596509
756,Hufflepuff,0.919887037473336,Slytherin,0.31635496869728424
757,Ravenclaw,0.9747254346743832,Slytherin,0.42039591098821255
758,Hufflepuff,0.8345757190825361,Slytherin,0.4402561524392013
759,Gryffindor,0.994370616511183,Ravenclaw,0.32061829492434873
760,Hufflepuff,0.976900108840559,Slytherin,0.16199009721981886
761,Slytherin,0.9594569921876224,Gryffindor,0.33503072980140114
762,Ravenclaw,0.9629789882015252,Slytherin,0.5324599691305522
763,Hufflepuff,0.8904282777281541,Gryffindor,0.4679972222350455
764,Hufflepuff,0.9569272743601344,Slytherin,0.37467251452133804
765,Hufflepuff,0.8515977172058335,Slytherin,0.323277366078184
766,Gryffindor,0.9825932723323135,Hufflepuff,0.3966522907472922
767,Slytherin,0.9478924709325781,Hufflepuff,0.38420127580416397
768,Hufflepuff,0.9037050218616051,Slytherin,0.4758404408277038
769,Slytherin,0.9354725540437426,Gryffindor,0.5210759903419644
770,Ravenclaw,0.9267033207195139,Gryffindor,0.5053320337344336
771,Gryffindor,0.9902367203959023,Slytherin,0.35677674032058426
772,Ravenclaw,0.9664124675160213,Slytherin,0.36090810069328083
773,Hufflepuff,0.7362096612735393,Gryffindor,0.5031581151550485
774,Gryffindor,0.9952486634693075,Hufflepuff,0.1995281688739416
775,Gryffindor,0.9864497839332698,Hufflepuff,0.3298679839261133
776,Slytherin,0.9732301626994366,Hufflepuff,0.43627636369849265
777,Hufflepuff,0.932545377228012,Slytherin,0.31388415761575256
778,Slytherin,0.9742702250731883,Gryffindor,0.6492461488808846
779,Ravenclaw,0.9736090254822299,Slytherin,0.4495887131381191
780,Slytherin,0.9713158772596423,Hufflepuff,0.5113959831359214
781,Ravenclaw,0.9559287926432648,Slytherin,0.4161621704764121
782,Ravenclaw,0.9711376367856646,Slytherin,0.5288505606369305
783,Slytherin,0.9479319340866706,Ravenclaw,0.4634566264813419
784,Hufflepuff,0.8745472699746761,Gryffindor,0.4791132140087253
785,Hufflepuff,0.9369226430495559,Ravenclaw,0.345577558316859
786,Ravenclaw,0.972002811057661,Slytherin,0.4634448518361851
787,Slytherin,0.9520481458646854,Hufflepuff,0.3530346783950302
788,Ravenclaw,0.9707992022803883,Slytherin,0.41002261527151485
789,Gryffindor,0.9823109491382803,Hufflepuff,0.49210094349415595
790,Ravenclaw,0.9618464414424768,Slytherin,0.3008490104702815
791,Hufflepuff,0.929651907066396,Slytherin,0.3168726932035511
792,Gryffindor,0.9773311534785971,Hufflepuff,0.36043385360736757
793,Hufflepuff,0.8219295871617572,Gryffindor,0.5221536939084352
794,Ravenclaw,0.9745404334552346,Slytherin,0.3384592691440001
795,Gryffindor,0.9914080828186399,Slytherin,0.2701566764275787
796,Gryffindor,0.9598827951097209,Hufflepuff,0.5840096624577032
797,Ravenclaw,0.9654565939436281,Hufflepuff,0.366497518224448
798,Ravenclaw,0.9382813931821803,Slytherin,0.5538670869257536
799,Ravenclaw,0.9548591464820341,Slytherin,0.42071183647230476
800,Slytherin,0.9664410719361407,Hufflepuff,0.46760952937027744
801,Hufflepuff,0.9005475311783426,Gryffindor,0.3757425509193831
802,Ravenclaw,0.970072995888063,Slytherin,0.5736010395296025
803,Ravenclaw,0.9811809803352378,Slytherin,0.37243354270688184
804,Ravenclaw,0.9719564085809793,Slytherin,0.38274538276957076
805,Gryffindor,0.9846560975057136,Hufflepuff,0.32684248778001573
806,Slytherin,0.9779607801899751,Hufflepuff,0.4692261340764296
807,Hufflepuff,0.9178904959886348,Slytherin,0.29399428314078563
808,Gryffindor,0.979801458169472,Ravenclaw,0.29975811784302037
809,Ravenclaw,0.954397935953563,Slytherin,0.5064281439208322
810,Slytherin,0.9753691274581776,Gryffindor,0.31088081201312395
811,Hufflepuff,0.8975234504155949,Gryffindor,0.37398144913806824
812,Slytherin,0.960373123064464,Ravenclaw,0.3813675613434684
813,Hufflepuff,0.8162680293446688,Ravenclaw,0.37786644567001326
814,Slytherin,0.772561864264513,Hufflepuff,0.45776733571143363
815,Ravenclaw,0.9819068191639255,Slytherin,0.4566295363358138
